serial,title_eng,title_chi,language,author,detailed_authorship,publisher,ISBN_1,ISSN_1,medium_1,price_1_currency,price_1,ISBN_2,ISSN_2,medium_2,price_2_currency,price_2,location_of_publication,year_of_publication,format,details,edition
2009-04200,GUANGNAN (HOLDINGS) LIMITED Guangnan (Holdings) Limited annual report 2008,廣南(集團)有限公司年報2008,English,,,Guangnan (Holdings) Limited,,,,,,,,,,,Hong Kong,2009,"126, 126 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2009-05069,"GUANGNAN (HOLDINGS) LIMITED Guangnan (Holdings) Limited general mandates for the repurchase of shares and the issue of shares, re-election of directors, amendments to the articles of association and notice of annual general meeting, 29 April 2009","廣南(集團)有限公司購回股份及發行股份的一般授權重選董事修訂組織章程細則及股東週年大會通告, 2009年4月29日",English,,,Guangnan (Holdings) Limited,,,,,,,,,,,Hong Kong,2009,"17, 17 p. ; 28 cm.",Text in Chinese and English Unpriced (pbk.),
2009-04623,GUANGZHOU INVESTMENT COMPANY LIMITED Guangzhou Investment Company Limited annual report 2008,越秀投資有限公司2008年度報告,English,,,Guangzhou Investment Company Limited,,,,,,,,,,,Hong Kong,2009,"156, 156 p. : col. ill., col. maps, col. ports, col. charts ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2009-05084,"GUIDE to emerging markets : Argentina, Brazil, Chile & Mexico",,English,,"compiled by Research Department, Hong Kong Trade Development Council",Hong Kong Trade Development Council,978-988-18003-7-4,,sp,$,400.00,,,,,,Hong Kong,2009,"various pagings : map, charts ; 27 cm.",HKTDC business guide,
2009-05083,GUIDE to selling in China,,English,,[compiled by Research Department. Hong Kong Trade Development Council],"Hong Kong Trade Development Council, Research Department",978-988-18209-4-5,,pbk.,$,200.00,,,,,,Hong Kong,2009,162 p. : charts ; 25 cm.,HKTDC business guide,
2009-04583,GUIDELINES for cancer prevention,預防癌症的指引,English,,,World Cancer Research Fund Hong Kong,,,,,,,,,,,Hong Kong,2008,40 p. : col. ill. ; 21 cm.,Text in Chinese and English Unpriced (pbk.),
2009-03018,GZI REAL ESTATE INVESTMENT TRUST GZI Real Estate Investment Trust 2008 annual report,,English,,,GZI Real Estate Investment Trust,,,,,,,,,,,Hong Kong,2009,"152 p. : col. ill., col. charts, map ; 29 cm.",Unpriced (pbk.),
2009-03623,GZI TRANSPORT LIMITED GZI Transport Limited annual report 2008,越秀交通有限公司2008年度報告,English,,,GZI Transport Limited,,,,,,,,,,,Hong Kong,2009,"112, 112 p. : col. ill., maps, charts ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2009-04305,HAIER ELECTRONICS GROUP COMPANY LIMITED Haier Electronics Group Company Limited annual report 2008,海爾電器集團有限公司2008年報,English,,,Haier Electronics Group Company Limited,,,,,,,,,,,Hong Kong,2009,144 p. : col. ill. ; 29 cm.,Text in Chinese and English Unpriced (pbk.),
2009-03100,Hong Kong tax law : cases and materials,,English,"Andrew Halkyard, Jefferson P. VanderWolk, Wilson W.S. Chow",,LexisNexis,978-988-8016-06-8,,pbk.,$,900.00,,,,,,Hong Kong,2009,"xxxiii, 409 p. ; 25 cm.",Includes index,5th ed.
2009-03109,HALSBURY’S laws of Hong Kong. Consolidated tables (1),綜合目錄(1),English,,legal edited by Jacelyn Johnson,LexisNexis,978-988-8016-01-3,,,$,3050.00,,,,,,Hong Kong,C2008,1-900 p. ; 25 cm.,,
2009-03110,HALSBURY’S laws of Hong Kong. Consolidated tables (2),綜合目錄(2),English,,legal edited by Jacelyn Johnson,LexisNexis,978-988-8016-05-1,,,$,3050.00,,,,,,Hong Kong,C2008,905-1738 p. ; 25 cm.,,
2009-03107,"HALSBURY’S laws of Hong Kong. Vol. 10(2), Employment",僱傭,English,,legal edited by Jacelyn Johnson,LexisNexis,978-988-8016-08-2,,,$,3050.00,,,,,,Hong Kong,2009,845 p. ; 25 cm.,Includes index,2009 reissue
2009-03108,"HALSBURY’S laws of Hong Kong. Vol. 14, Health and safety, human rights, immigration","衛生與安全,人權,入境",English,,legal edited by Jacelyn Johnson,LexisNexis,978-988-8016-18-1,,,$,3050.00,,,,,,Hong Kong,2009,819 p. ; 25 cm.,Includes index,2009 reissue
2009-03105,"HALSBURY’S laws of Hong Kong. Vol. 5(3), Civil procedure : District Court",民事訴訟程序(區域法院),English,,legal edited by Jacelyn Johnson,LexisNexis,978-962-8972-96-8,,,$,3050.00,,,,,,Hong Kong,2008,"cxcii, 520 p. ; 25 cm.",,2008 reissue
2009-03106,"HALSBURY’S laws of Hong Kong. Vol. 5(4) , Civil procedure : District Court",民事訴訟程序(區域法院),English,,legal edited by Jacelyn Johnson,LexisNexis,978-962-8972-97-5,,,$,3050.00,,,,,,Hong Kong,2008,"xxv, 521-1006 p. ; 25 cm.",Includes index,2008 reissue
2009-05210,Guide to internal controls : under section 404 of the Sarbanes-Oxley Act,內部控制指引:薩班斯-奧克斯利法案第404條款相關部分,English,"James Hamilton, Rasmussen Peter",,CCH Hong Kong Limited,978-988-17949-9-4,,pbk.,CNY,452.00,,,,,,Hong Kong,2009,"xiv, 415 p. ; 23 cm.",Text in simplified Chinese and English,
2009-03114,HANDBOOK of support services for elite sport in Hong Kong : an integrated multidisciplinary model,,English,,,Hong Kong Sports Institute Limited,978-988-18175-1-8,,pbk.,,Unpriced,,,,,,Hong Kong,2009,"171 p. : col. ill., charts ; 30 cm.",,
2009-04607,HANG SENG BANK LIMITED Hang Seng Bank Limited annual report 2008,,English,,,Hang Seng Bank Limited,,,,,,,,,,,Hong Kong,2009,"264 p. : col. ill., col. ports, col. charts ; 30 cm.",Unpriced (pbk.),
2009-03720,HAPPY chants 1,,English,,,Education Bureau,978-988-8019-68-7,,pbk.,,Unpriced,,,,,,Hong Kong,2009,9 p. : col. ill. ; 21 cm.,,
2009-03721,HAPPY chants 2,,English,,,Education Bureau,978-988-8019-69-4,,pbk.,,Unpriced,,,,,,Hong Kong,2009,13 p. : col. ill. ; 21 cm.,,
2009-05216,HAPPY Easter,,English,,"text by Ho Siu Wai, Wong Yee Mei, Chan Wai Ming ; illustrated by Maxim Tang",Standing Committee on Language Education and Research,978-962-85603-9-4,,pbk.,,Unpriced,,,,,,Hong Kong,2009,16 p. : col. ill. ; 21 cm.,,
2009-04605,HARBOUR CENTRE DEVELOPMENT LIMITED Harbour Centre Development Limited annual report 2008,海港企業有限公司二零零八年年報,English,,,Harbour Centre Development Limited,,,,,,,,,,,Hong Kong,2009,"94, 94 p. ; 28 cm.",Text in Chinese and English Unpriced (pbk.),
2009-04170,HAVING a summer vacation? Not having a summer vacation?,有暑假?無暑假?,English,,,The Hong Kong Federation of Youth Groups,978-962-8956-13-5,,pbk.,$,30.00,,,,,,Hong Kong,2008,43 p. ; 30 cm.,(Youth poll series ; no. 150) Text in Chinese and English,
2009-05365,"HEALTH promotion, wellness and leisure : major components of quality of life",,English,,"edited by Frank H. Fu, Mee-lee Leung","Hong Kong Baptist University, Dr. Stephen Hui Research Centre for Physical Recreation and Wellness",962-86194-3-8,,,,Unpriced,978-962-86194-3-6,,,,Unpriced,Hong Kong,2003,"xxvi, 410 p. : charts ; 22 cm.",Includes bibliographical references,
2009-03700,HEAVENLY splendour : the Edrina collection of Ming and Qing imperial costumes,朝天錦繡:昇雯閣藏明清廷服飾,English,,"edited by Jacqueline Simcox, Judith Rutherford",The Chinese University of Hong Kong. Art Museum,978-962-7101-89-5,,,$,390.00,,,,,,Hong Kong,2009,223 p. : ill. (chiefly col.) ; 29 cm.,Text in Chinese and English,
2009-03211,HENG XIN CHINA HOLDINGS LIMITED Heng Xin China Holdings Limited interim report 2008-2009,恒芯中國控股有限公司2008-2009中期報告,English,,,Heng Xin China Holdings Limited,,,,,,,,,,,Hong Kong,2009,28 p. ; 29 cm.,Unpriced (pbk.),
2009-03859,HENG XIN CHINA HOLDINGS LIMITED Heng Xin China Holdings Limited third quarterly report 2008-2009,恒芯中國控股有限公司二零零八年至二零零九年第三季業績報告,English,,,Heng Xin China Holdings Limited,,,,,,,,,,,Hong Kong,2009,20 p. ; 29 cm.,Unpriced (pbk.),
2009-03622,HENGAN INTERNATIONAL GROUP COMPANY LIMITED Hengan International Group Company Limited annual report 2008,恒安國際集團有限公司年報2008,English,,,Hengan International Group Company Limited,,,,,,,,,,,Hong Kong,2009,"94, 94 p. : col. ill., maps, charts ; 30 cm.",Text in Chinese and English Unpriced (pbk.),
2009-04338,HI SUN TECHNOLOGY (CHINA) LIMITED Hi Sun Technology (China) Limited annual report 2008,高陽科技(中國)有限公司2008年報,English,,,Hi Sun Technology (China) Limited,,,,,,,,,,,Hong Kong,2009,176 p. : charts ; 29 cm.,Text in Chinese and English Unpriced (pbk.),
2009-05756,HKC (HOLDINGS) LIMITED HKC (Holdings) Limited annual report 2008,香港建設(控股)有限公司二零零八年年報,English,,,HKC (Holdings) Limited,,,,,,,,,,,Hong Kong,2009,"208 p. : ill., maps., col. ports ; 29 cm.",Unpriced (pbk.),
2009-05761,"HKC (HOLDINGS) LIMITED HKC (Holdings) Limited bonus warrant issue and distribution in specie and share premium reduction and notice of special general meeting, 19 May 2009","香港建設(控股)有限公司發行紅利認權股證及實物分派及削減股份溢價及股東特別大會通告,二零零九年五月十九日",English,,,HKC (Holdings) Limited,,,,,,,,,,,Hong Kong,2009,"24, 24 p. ; 28 cm.",Unpriced (pbk.),
2009-05759,"HKC (HOLDINGS) LIMITED HKC (Holdings) Limited continuing connected transaction the supplemental agreement to extend and amend the water supply agreement and notice of special general meeting, 13 February 2009","香港建設(控股)有限公司持續關連交易延長及修訂供水協議之補充協議及股東特別大會通告,二零零九年二月十三日",English,,,HKC (Holdings) Limited,,,,,,,,,,,Hong Kong,2009,"33, 33 p. ; 28 cm.",Unpriced (pbk.),
2009-05762,"HKC (HOLDINGS) LIMITED HKC (Holdings) Limited proposals involving (I) Granting of the general mandates to issue new shares and repurchase shares, (II) Re-election of directors, (III) Amendments to bye-laws and notice of annual general meeting, 30 April 2009","香港建設(控股)有限公司有關(I)授出發行新股及購回股份之一般授權、(II)重選董事、(III)修訂公司章程細則之建議及股東週年大會通告,二零零九年四月三十日",English,,,HKC (Holdings) Limited,,,,,,,,,,,Hong Kong,2009,"21, 21 p. ; 28 cm.",Unpriced (pbk.),
2009-05758,HKC (HOLDINGS) LIMITED HKC (Holdings) Limited scrip dividend scheme in relation to the interim dividend for the six months ended 30 June 2008,香港建設(控股)有限公司與截至二零零八年六月三十日止六個月中期股息有關之以股代息計劃,English,,,HKC (Holdings) Limited,,,,,,,,,,,Hong Kong,2009,"4, 4 p. ; 28 cm.",Unpriced (pbk.),
2009-04545,HKTDC lighting,,English,,,Hong Kong Trade Development Council,,,,,,,,,,,Hong Kong,1/2008,168 p. : col. ill. ; 28 cm.,Includes index Two issues per year ISSN 2073-0179 : $70.00,
2009-02722,Incense tree : collected poems of Louise Ho,,English,"HO, Louise",,Hong Kong University Press,978-962-209-587-8,,,$,295.00,,,,,,Hong Kong,2009,"x, 174 p. : ill. ; 22 cm.",,
2009-05704,HOLLAND design,,English,,edited by Anja Llorella Oriol,Sendpoints Publishing Company Limited,978-988-17933-3-1,,,$,120.00,,,,,,Hong Kong,2009,311 p. : ill. (chiefly col.) ; 26 cm.,,
2009-04652,Art of //making marks,,English,Ric Holland,,Systems Design Limited,978-988-99591-7-3,,,,Unpriced,,,,,,Hong Kong,2009,138 p. : ill. (chiefly col.) ; 27 cm.,Includes index,
2009-03221,HONBRIDGE HOLDINGS LIMITED Honbridge Holdings Limited annual report 2008,洪橋集團有限公司年報2008,English,,,Honbridge Holdings Limited,,,,,,,,,,,Hong Kong,2009,"88, 88 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2009-05765,HONBRIDGE HOLDINGS LIMITED Honbridge Holdings Limited first quarterly report 2009,洪橋集團有限公司第一季度業績報告2009,English,,,Honbridge Holdings Limited,,,,,,,,,,,Hong Kong,2009,"12, 12 p. ; 30 cm.",Text in Chinese and English Unpriced (pbk.),
2009-03208,"HONBRIDGE HOLDINGS LIMITED Honbridge Holdings Limited general mandate to issue and repurchase shares, reelection of directors, and notice of annual general meeting, 6 April 2009","洪橋集團有限公司一般性授權以發行及購回股份、重選董事、及股東周年大會通告,二零零九年四月六日",English,,,Honbridge Holdings Limited,,,,,,,,,,,Hong Kong,2009,"14, 14 p. ; 30 cm.",Text in Chinese and English Unpriced (pbk.),
2009-04196,"HONG Kong attainment test. Pre-secondary 1, English intensive practice. Primary 5",,English,,edited by Jovy Chan,Pan Lloyds Publishers Limited,978-962-8954-92-6,,pbk.,$,55.00,,,,,,Hong Kong,2009,[96] p. : ill. ; 29 cm.,+ 1 CD-ROM + complete preparation guide,New ed.
2009-04197,"HONG Kong attainment test. Pre-secondary 1, English intensive practice. Primary 6",,English,,edited by Jovy Chan,Pan Lloyds Publishers Limited,978-962-8954-92-6,,pbk.,$,55.00,,,,,,Hong Kong,2009,[100] p. : ill. ; 29 cm.,+ 1 CD-ROM + 7-day instant preparation guide,New ed.
2009-03297,THE HONG KONG BUILDING AND LOAN AGENCY LIMITED The Hong Kong Building and Loan Agency Limited annual report 2008,香港建屋貸款有限公司年報2008,English,,,The Hong Kong Building and Loan Agency Limited,,,,,,,,,,,Hong Kong,2009,104 p. ; 30 cm.,Text in Chinese and English Unpriced (pbk.),
2009-03098,HONG Kong case citator. 2008 cumulative supplement issue 4,,English,,,LexisNexis,978-988-8016-03-7,,pbk.,$,1100.00,,,,,,Hong Kong,2008,"xii, 528 p. ; 25 cm.",,
2009-05310,HONG Kong civil justice reform practice manual,,English,,edited by Martin Rogers,Sweet & Maxwell Asia,978-962-661-349-8,,,,Unpriced,,,,,,Hong Kong,2009,"xxviii, 478 p. ; 24 cm.",Includes index,
2009-05309,HONG Kong civil procedure 2009. Vol. 4,,English,,edited by Martin Rogers,Sweet & Maxwell Asia,978-962-661-336-8,,,,Unpriced,,,,,,Hong Kong,2009,"ciii, 654 p. ; 24 cm.",Includes index,
2009-05754,HONG KONG ENERGY (HOLDINGS) LIMITED Hong Kong Energy (Holdings) Limited annual report 2008,香港新能源(控股)有限公司二零零八年年報,English,,,Hong Kong Energy (Holdings) Limited,,,,,,,,,,,Hong Kong,2009,"116 p. : col. ill., map ; 30 cm.",Text in Chinese and English Unpriced (pbk.),
2009-05760,"HONG KONG ENERGY (HOLDINGS) LIMITED Hong Kong Energy (Holdings) Limited bonus warrant issue, 12 May 2009","香港新能源(控股)有限公司發行紅利認股權證,二零零九年五月十二日",English,,,Hong Kong Energy (Holdings) Limited,,,,,,,,,,,Hong Kong,2009,"18, 18 p. ;. 28 cm.",Text in Chinese and English Unpriced (pbk.),
2009-05755,"HONG KONG ENERGY (HOLDINGS) LIMITED Hong Kong Energy (Holdings) Limited discloseable and connected transaction disposal of 55% equity interest in Hong Kong Biomass Energy (BVI) Co., Limited, 16 June 2009","香港新能源(控股)有限公司須予披露及關連交易出售於香港生物質能源(BVI)有限公司之55%股本權益,二零零九年六月十六日",English,,,Hong Kong Energy (Holdings) Limited,,,,,,,,,,,Hong Kong,2009,"26, 26 p. ; 28 cm.",Text in Chinese and English Unpriced (pbk.),
2009-05757,"HONG KONG ENERGY (HOLDINGS) LIMITED Hong Kong Energy (Holdings) Limited proposals involving (I) Granting of the general mandates to issue new shares and repurchase shares, (II) Re-election of directors, (III) Amendments to articles and notice of annual general meeting, 30 April 2009","香港新能源(控股)有限公司有關(I)授出發行股及購回股份之一般授權、(II)重選董事、 (III)修訂組織章程細則之建議及股東週年大會通告,二零零九年四月三十日",English,,,Hong Kong Energy (Holdings) Limited,,,,,,,,,,,Hong Kong,2009,"22, 22 p. ; 28 cm.",Text in Chinese and English Unpriced (pbk.),
2009-03346,"HONG KONG EXAMINATIONS AND ASSESSMENT AUTHORITY Territory-wide system assessment 2008. Primary 3, English language. Marking scheme and scoring guide",,English,,,Hong Kong Examinations and Assessment Authority,978-988-203-488-4,,set,$,55.00 (set of 2 books),,,,,,Hong Kong,2008,20 p. ; 30 cm.,+ 4 CD-ROMs,
2009-03345,"HONG KONG EXAMINATIONS AND ASSESSMENT AUTHORITY Territory-wide system assessment 2008. Primary 3, English language. Questionanswer book",,English,,,Hong Kong Examinations and Assessment Authority,978-988-203-488-4,,set,$,55.00 (set of 2 books),,,,,,Hong Kong,2008,126 p. : ill. ; 30 cm.,+ 4 CDROMs Text partially in Chinese,
2009-03350,"HONG KONG EXAMINATIONS AND ASSESSMENT AUTHORITY Territory-wide system assessment 2008. Primary 3, Mathematics. Marking scheme",,English,,,Hong Kong Examinations and Assessment Authority,978-988-203-487-7,,set,$,30.00 (set of 2 books),,,,,,Hong Kong,2008,12 p. ; 30 cm.,,
2009-03349,"HONG KONG EXAMINATIONS AND ASSESSMENT AUTHORITY Territory-wide system assessment 2008. Primary 3, Mathematics. Question-answer book",,English,,,Hong Kong Examinations and Assessment Authority,978-988-203-487-7,,set,$,30.00 (set of 2 books),,,,,,Hong Kong,2008,72 p. ; 30 cm.,,
2009-03348,"HONG KONG EXAMINATIONS AND ASSESSMENT AUTHORITY Territory-wide system assessment 2008. Primary 6, English language. Marking scheme and scoring guide",,English,,,Hong Kong Examinations and Assessment Authority,978-988-203-492-1,,set,$,55.00 (set of 2 books),,,,,,Hong Kong,2008,30 p. ; 30 cm.,+ 4 CD-ROMs,
2009-03347,"HONG KONG EXAMINATIONS AND ASSESSMENT AUTHORITY Territory-wide system assessment 2008. Primary 6, English language. Questionanswer book",,English,,,Hong Kong Examinations and Assessment Authority,978-988-203-492-1,,set,$,55.00 (set of 2 books),,,,,,Hong Kong,2008,"144 p. : ill., charts ; 30 cm.",+ 4 CD-ROMs Text partially in Chinese,
2009-03352,"HONG KONG EXAMINATIONS AND ASSESSMENT AUTHORITY Territory-wide system assessment 2008. Primary 6, Mathematics. Marking scheme",,English,,,Hong Kong Examinations and Assessment Authority,978-988-203-491-4,,set,$,30.00 (set of 2 books),,,,,,Hong Kong,2008,16 p. ; 30 cm.,,
2009-03351,"HONG KONG EXAMINATIONS AND ASSESSMENT AUTHORITY Territory-wide system assessment 2008. Primary 6, Mathematics. Question-answer book",,English,,,Hong Kong Examinations and Assessment Authority,978-988-203-491-4,,set,$,30.00 (set of 2 books),,,,,,Hong Kong,2008,77 p. ; 30 cm.,,
2009-03355,"HONG KONG EXAMINATIONS AND ASSESSMENT AUTHORITY Territory-wide system assessment 2008. Secondary 3, Marking scheme. Answer book",,English,,,Hong Kong Examinations and Assessment Authority,978-988-203-495-2,,set,$,40.00 (set of 3 books),,,,,,Hong Kong,2008,"26 p. : ill., charts ; 30 cm.",,
2009-03354,"HONG KONG EXAMINATIONS AND ASSESSMENT AUTHORITY Territory-wide system assessment 2008. Secondary 3, Mathematics. Answer book",,English,,,Hong Kong Examinations and Assessment Authority,978-988-203-495-2,,set,$,40.00 (set of 3 books),,,,,,Hong Kong,2008,32 p. ; 30 cm.,,
2009-03353,"HONG KONG EXAMINATIONS AND ASSESSMENT AUTHORITY Territory-wide system assessment 2008. Secondary 3, Mathematics. Question book",,English,,,Hong Kong Examinations and Assessment Authority,978-988-203-495-2,,set,$,40.00 (set of 3 books),,,,,,Hong Kong,2008,"72 p. : ill., charts ; 30 cm.",,
2009-04880,HONG KONG EXCHANGES AND CLEARING LIMITED Hong Kong Exchanges and Clearing Limited quarterly report 2009 for the three months ended 31 March,,English,,,Hong Kong Exchanges and Clearing Limited,,,,,,,,,,,Hong Kong,2009,57 p. : charts ; 30 cm.,Glossary Unpriced (pbk.),
2009-02865,HONG KONG FERRY (HOLDINGS) COMPANY LIMITED Hong Kong Ferry (Holdings) Company Limited annual report 2008,香港小輪(集團)有限公司2008年報,English,,,Hong Kong Ferry (Holdings) Company Limited,,,,,,,,,,,Hong Kong,2009,"219 p. : col. ill., col. ports, charts ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
