serial,title_eng,title_chi,language,author,detailed_authorship,publisher,ISBN_1,ISSN_1,medium_1,price_1_currency,price_1,ISBN_2,ISSN_2,medium_2,price_2_currency,price_2,location_of_publication,year_of_publication,format,details,edition
2008-05311,,"小學常識作業. 3上A,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-175-0,,,,,,,,,,香港,2008,,,
2008-05300,,小學常識作業. 3上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-675-2,,,$,26.00,,,,,,香港,2008,,,
2008-05312,,"小學常識作業. 3上B,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-176-7,,,,,,,,,,香港,2008,,,
2008-05301,,小學常識作業. 4上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-676-9,,,$,26.00,,,,,,香港,2008,,,
2008-05313,,"小學常識作業. 4上A,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-177-4,,,,,,,,,,香港,2008,,,
2008-05302,,小學常識作業. 4上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-677-6,,,$,26.00,,,,,,香港,2008,,,
2008-05314,,"小學常識作業. 4上B,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-178-1,,,,,,,,,,香港,2008,,,
2008-05303,,小學常識作業. 5上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-678-3,,,$,26.00,,,,,,香港,2008,,,
2008-05315,,"小學常識作業. 5上A,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-179-8,,,,,,,,,,香港,2008,,,
2008-05304,,小學常識作業. 5上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-679-0,,,$,26.00,,,,,,香港,2008,,,
2008-05316,,"小學常識作業. 5上B,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-180-4,,,,,,,,,,香港,2008,,,
2008-05305,,小學常識作業. 6上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-680-6,,,$,26.00,,,,,,香港,2008,,,
2008-05317,,"小學常識作業. 6上A,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-181-1,,,,,,,,,,香港,2008,,,
2008-05306,,小學常識作業. 6上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-681-3,,,$,26.00,,,,,,香港,2008,,,
2008-05318,,"小學常識作業. 6上B,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-182-8,,,,,,,,,,香港,2008,,,
2008-05343,,小學常識高階工作紙. 1上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-219-1,,,,,,,,,,香港,2008,,,
2008-05344,,小學常識高階工作紙. 1上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-220-7,,,,,,,,,,香港,2008,,,
2008-05345,,小學常識高階工作紙. 2上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-221-4,,,,,,,,,,香港,2008,,,
2008-05346,,小學常識高階工作紙. 2上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-222-1,,,,,,,,,,香港,2008,,,
2008-05347,,小學常識高階工作紙. 3上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-223-8,,,,,,,,,,香港,2008,,,
2008-05348,,小學常識高階工作紙. 3上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-224-5,,,,,,,,,,香港,2008,,,
2008-05349,,小學常識高階工作紙. 4上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-225-2,,,,,,,,,,香港,2008,,,
2008-05350,,小學常識高階工作紙. 4上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-226-9,,,,,,,,,,香港,2008,,,
2008-05351,,小學常識高階工作紙. 5上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-227-6,,,,,,,,,,香港,2008,,,
2008-05352,,小學常識高階工作紙. 5上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-228-3,,,,,,,,,,香港,2008,,,
2008-05353,,小學常識高階工作紙. 6上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-229-0,,,,,,,,,,香港,2008,,,
2008-05354,,小學常識高階工作紙. 6上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-230-6,,,,,,,,,,香港,2008,,,
2008-05250,,小學數學. 2下A,Chinese,盧樸川編,盧樸川編著2002(2007重印兼訂正)香港新亞洲,,978-988-209-223-5,,,$,59.50,,,,,,,,,附貼紙1張,
2008-05683,,小學數學工作紙(啡色系列). 2上A,Chinese,,,新亞洲,978-988-209-648-6,,,,,,,,,,香港,2008,,,
2008-05686,,"小學數學工作紙(啡色系列). 2上A,教師用書",Chinese,,,新亞洲,978-988-213-125-5,,,,,,,,,,香港,2008,,,
2008-05684,,小學數學工作紙(啡色系列). 3上A,Chinese,,,新亞洲,978-988-209-650-9,,,,,,,,,,香港,2008,,,
2008-05687,,"小學數學工作紙(啡色系列). 3上A,教師用書",Chinese,,,新亞洲,978-988-213-127-9,,,,,,,,,,香港,2008,,,
2008-05685,,小學數學工作紙(啡色系列). 6上A,Chinese,,,新亞洲,978-988-209-656-1,,,,,,,,,,香港,2008,,,
2008-05688,,"小學數學工作紙(啡色系列). 6上A,教師用書",Chinese,,,新亞洲,978-988-213-133-0,,,,,,,,,,香港,2008,,,
2008-05677,,小學數學工作紙(藍色系列). 2上A,Chinese,,,新亞洲,978-988-209-624-0,,,,,,,,,,香港,2008,,,
2008-05680,,"小學數學工作紙(藍色系列). 2上A,教師用書",Chinese,,,新亞洲,978-988-213-101-9,,,,,,,,,,香港,2008,,,
2008-05678,,小學數學工作紙(藍色系列). 3上A,Chinese,,,新亞洲,978-988-209-626-4,,,,,,,,,,香港,2008,,,
2008-05681,,"小學數學工作紙(藍色系列). 3上A,教師用書",Chinese,,,新亞洲,978-988-213-103-3,,,,,,,,,,香港,2008,,,
2008-05679,,小學數學工作紙(藍色系列). 6上A,Chinese,,,新亞洲,978-988-209-632-5,,,,,,,,,,香港,2008,,,
2008-05682,,"小學數學工作紙(藍色系列). 6上A,教師用書",Chinese,,,新亞洲,978-988-213-109-5,,,,,,,,,,香港,2008,,,
2008-05675,,小學數學工作紙. 2下A,Chinese,,,新亞洲,978-988-209-225-9,,,,,,,,,,香港,2007,,,
2008-05676,,"小學數學工作紙. 2下A,教師用書",Chinese,,,新亞洲,978-988-213-092-0,,,,,,,,,,香港,2007,,,
2008-05220,,小學數學全港性系統評估模擬試卷. 3年級,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲2008年版,978-988-209-270-9,,,$,42.00,,,,,,香港,2008,,,
2008-05221,,"小學數學全港性系統評估模擬試卷. 3年級,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲2008年版,978-988-213-097-5,,,,,,,,,,香港,2008,,,
2008-05222,,小學數學全港性系統評估模擬試卷. 6年級,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲2008年版,978-988-209-271-6,,,$,42.00,,,,,,香港,2008,,,
2008-05223,,"小學數學全港性系統評估模擬試卷. 6年級,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲2008年版,978-988-213-098-2,,,,,,,,,,香港,2008,,,
2008-05251,,小學數學作業. 2下A,Chinese,盧樸川編,盧樸川編著2002(2007重印兼訂正)香港新亞洲,,978-988-209-224-2,,,$,35.50,,,,,,,,,附貼紙1張,
2008-05252,,"小學數學作業. 2下A,教師用書",Chinese,盧樸川編,盧樸川編著2002(2007重印兼訂正)香港新亞洲,,978-988-213-091-3,,,,,,,,,,,,,附貼紙1張,
2008-05472,,小學數學能力訓練. 4上,Chinese,,李志賢編,樂思教育,978-962-8953-91-2,,,$,43.00,,,,,,香港,2008,,,
2008-05473,,小學數學能力訓練. 5上,Chinese,,邱鳳怡編,樂思教育,978-962-8953-92-9,,,$,43.00,,,,,,香港,2008,,,
2008-05474,,小學數學能力訓練. 6上,Chinese,,方靜怡編,樂思教育,978-962-8953-93-6,,,$,43.00,,,,,,香港,2008,,,
2008-05253,,小學數學學習進度評估. 1下,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲,978-988-209-174-0,,,$,12.50,,,,,,香港,2007,,,
2008-05259,,"小學數學學習進度評估. 1下,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲,978-988-213-073-9,,,,,,,,,,香港,2007,,,
2008-05254,,小學數學學習進度評估. 2下,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲,978-988-209-175-7,,,$,12.50,,,,,,香港,2007,,,
2008-05260,,"小學數學學習進度評估. 2下,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲,978-988-213-074-6,,,,,,,,,,香港,2007,,,
2008-05255,,小學數學學習進度評估. 3下,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲,978-988-209-176-4,,,$,12.50,,,,,,香港,2007,,,
2008-05261,,"小學數學學習進度評估. 3下,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲,978-988-213-075-3,,,,,,,,,,香港,2007,,,
2008-05256,,小學數學學習進度評估. 4下,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲,978-988-209-177-1,,,$,12.50,,,,,,香港,2007,,,
2008-05262,,"小學數學學習進度評估. 4下,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲,978-988-213-076-0,,,,,,,,,,香港,2007,,,
2008-05257,,小學數學學習進度評估. 5下,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲,978-988-209-178-8,,,$,12.50,,,,,,香港,2007,,,
2008-05263,,"小學數學學習進度評估. 5下,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲,978-988-213-077-7,,,,,,,,,,香港,2007,,,
2008-05258,,小學數學學習進度評估. 6下,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲,978-988-209-179-5,,,$,12.50,,,,,,香港,2007,,,
2008-05264,,"小學數學學習進度評估. 6下,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲,978-988-213-078-4,,,,,,,,,,香港,2007,,,
2008-04881,,小薯變成蓮花,Chinese,羅秀蓮,羅秀蓮著楊永澤翻譯嚴慧明插圖,香港萬國兒童佈道團,978-988-17162-8-6,,,$,20.00,,,,,,香港,2008,,,
2008-03826,,小點集,Chinese,舒巷城,舒巷城著,花千樹,978-962-8971-33-6,,,$,68.00,,,,,,香港,2008,,舒巷城散文選,
2008-03445,,小警犬金藏.第1集,Chinese,佐佐木惠,佐佐木惠著陳毅恆譯,玉皇朝出版香港中文版,978-962-8977-75-8,,,$,28.00,,,,,,香港,2008,,,
2008-05818,,小警犬金藏.第2集,Chinese,佐佐木惠,佐佐木惠著陳毅恆譯,玉皇朝出版香港中文版,978-988-8001-92-7,,,$,28.00,,,,,,香港,2008,,,
2008-05800,,山坡着火了,Chinese,江李志豪,江李志豪著洪波插圖,青田教育中心,978-962-563-778-5,,,,,,,,$,15.00,香港,2007,17厘米8頁彩圖,內容以簡體字排版,
2008-05812,,山坡着火了,Chinese,江李志豪,江李志豪著洪波插圖,青田教育中心,978-962-563-766-2,,,,,,,,$,15.00,香港,2007,,我自己會讀叢書.彩虹; 7,
2008-05868,,工作安全:梯子及升降工作平台簡介,Chinese,,,勞工處職業安全及健康部,,,,,,,,,,,香港,2008,,,
2008-05142,,工作與高血壓,Chinese,,,勞工處職業安全及健康部,,,,,,,,,,,香港,2008,,,
2008-05141,,工作與常見的腸胃病,Chinese,,,勞工處職業安全及健康部,,,,,,,,,,,香港,2008,,,
2008-05140,,工作與慢性阻塞性肺病,Chinese,,,勞工處職業安全及健康部,,,,,,,,,,,香港,2008,,,
2008-06020,,工商日報往事回憶,Chinese,黃祥光,黃祥光著,科華圖書,978-962-16-0218-3,,,$,45.00,,,,,,香港,2008,,,
2008-05889,,工程結構系統的分析、綜合與優化設計:理論、方法及工程應用案例,Chinese,陳樹勳,陳樹勳著,中國科學文化,978-988-17372-2-9,,,CNY,45.00,,,,,,香港,2008,,內容以簡體字排版,
2008-02894,,5兔@home,Chinese,小B媽等,小B媽等著,藍出版,978-988-99840-2-1,,,$,55.00,,,,,,香港,2007,,,
2008-05102,,不二心,Chinese,亦舒,亦舒著,天地,978-962-950-958-3,,,$,58.00,,,,,,香港,2008,,「亦舒系列」散文; 259,
2008-06376,,不可思議中華超前醫學,Chinese,賴榮勛,賴榮勛著,鄧玉清,978-988-17649-1-1,,,$,230.00,,,,,,香港,2008,,,
2008-03192,,不平凡的CIE :香港浸會大學國際學院基督徒團契5週年特刊,Chinese,陳景坤等,陳景坤等著,香港浸會大學基督徒學生團契,978-962-7755-15-9,,,,,,,,,,香港,2008,,,
2008-04413,,不平衡抽籤. 1,Chinese,,木尾士目作小梅京人畫方郁仁譯,東立香港中文版,978-986-10-1549-1,,,$,28.00,,,,,,香港,2008,,,
2008-04957,,不再自困:戒酒輔導手冊,Chinese,東華三院「遠酒高飛」酗酒治療計劃,東華三院「遠酒高飛」酗酒治療計劃著,東華三院社會服務科,978-962-8039-99-9,,,$,50.00,,,,,,香港,2008,,處理成癮問題系列; 2,
2008-04464,,不良仔與眼鏡妹. 5,Chinese,吉河美希,吉河美希著林捷瑜譯,東立香港中文版,978-986-10-1036-6,,,$,28.00,,,,,,香港,2008,,,
2008-04465,,不良仔與眼鏡妹. 6,Chinese,吉河美希,吉河美希著林捷瑜譯,東立香港中文版,978-986-10-1388-6,,,$,28.00,,,,,,香港,2008,,,
2008-05427,,不倒翁計劃:預防長者跌倒計劃資源手冊,Chinese,東華三院社會服務科安老服務部編,東華三院社會服務科安老服務部編著2003香港東華三院社會服務科安老服務部,,962-8039-98-9,,,$,120.00,,,,,,,,,附唯讀記憶光碟2隻,
2008-03099,,不能承受的幸福:如何釋放家庭愛的力量,Chinese,Bertold Ulsamer,Bertold Ulsamer著鄭立峰譯,紅投資,978-962-8980-48-2,,,$,100.00,,,,,,香港,2008,,家庭系統排列; 1,
2008-04908,Forbidden advice,不傳的祕招,Chinese,,馮美玲編,讀者文摘遠東,978-962-258-378-8,,精裝,,,,,,,,香港,2008,,,
2008-05962,,不愛，也是一種愛,Chinese,橘子,橘子著,青馬文化事業,978-962-8932-40-5,,,$,55.00,,,,,,香港,2008,,橘子作品; 01,
2008-04516,,不過是喜歡你而已,Chinese,楊一沖,楊一沖著,青馬文化事業,978-962-8932-37-5,,,$,55.00,,,,,,香港,2008,21厘米288頁,附Notebook1本,
2008-05224,,中一入學前香港學科測驗模擬試卷.中文科,Chinese,梁振威編,梁振威編著,新亞洲2008年版,978-988-209-222-8,,,$,56.00,,,,,,香港,2008,,,
2008-05225,,"中一入學前香港學科測驗模擬試卷.中文科,教師用書",Chinese,梁振威編,梁振威編著,新亞洲2008年版,978-962-995-934-0,,,,,,,,,,香港,2008,,附唯讀記憶光碟1隻,
2008-05226,,中一入學前香港學科測驗練習及模擬試卷.數學科,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲2008年版,978-988-209-219-8,,,$,56.00,,,,,,香港,2008,,,
2008-05227,,"中一入學前香港學科測驗練習及模擬試卷.數學科,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲2008年版,978-962-995-370-6,,,,,,,,,,香港,2008,,,
2008-03837,,中一入學前測驗:數學科模擬試卷,Chinese,,,勤達2008年版,978-962-19-2251-9,,,$,50.00,,,,,,香港,2008,,附教師及家長備試手冊,
2008-03691,,中外運航運有限公司年報2007,Chinese,,,中外運航運,,,,,,,,,,,香港,2008,,,
2008-06386,,中共九巨頭傳奇:中國面臨的風險,Chinese,惜墨編,惜墨編著,出版社人文海洋,978-988-99745-8-9,,,$,90.00,,,,,,香港,2008,,,
2008-03320,,中共泗水地方史.第2卷,Chinese,中共泗水縣委黨史研究室編,中共泗水縣委黨史研究室編著,中國文化藝術出版社,978-988-17199-7-3,,精裝,$,50.00,,,,,,香港,2007,,內容以簡體字排版,
2008-06385,,,Chinese,中共政局全破譯極目編,中共政局全破譯極目編著,出版社人文海洋,978-988-99745-6-5,,,$,88.00,,,,,,香港,2008,,,
2008-03989,,中西醫結合診治眼病,Chinese,,張彬李耀峰主編2006香港中國醫藥,,988-99189-2-7,,,$,30.00,,,,,,,,,內容以簡體字排版,
2008-03315,,中信1616集團有限公司2007年報,Chinese,,,中信1616集團有限公司,,,,,,,,,,,香港,2008,,,
2008-05004,,中信泰富有限公司二零零七年年報,Chinese,,,中信泰富有限公司,,,,,,,,,,,香港,2008,,,
2008-05768,,中秋節,Chinese,姚釹,姚釹著洪波插圖,青田教育中心,978-962-563-723-5,,,,,,,,$,15.00,香港,2007,17厘米8頁彩圖,內容以簡體字排版,
2008-04660,,中國中學生作文大賽2007-2008 :香港賽區得獎作品選,Chinese,,,香港中華文化促進中心,978-962-7474-03-6,,,$,48.00,,,,,,香港,2008,,,
2008-05435,,中國內地城市手錶消費調查,Chinese,,香港貿易發展局研究部編匯,香港貿易發展局,,,,,,,,,,,香港,2008,"26厘米iv, 51頁彩色圖表",,
2008-04304,,中國文化專題:輔助教學資料集,Chinese,香港教育圖書公司編輯出版部編,香港教育圖書公司編輯出版部編著2004(2005重印)香港香港教育圖書修訂版,,988-200-100-9,,,,,,,,,,,,,高級補充程度中國語文及文化科,
2008-06255,,中國半導體產業產品採購指南,Chinese,,信息產業部電子科學技術情報研究所主編,光大,978-988-17252-9-5,,,$,180.00,,,,,,香港,2008,,內容以簡體字排版,
2008-05197,,中國佛教文化,Chinese,方立天,方立天著,三聯,978-962-04-2749-7,,,$,138.00,,,,,,香港,2008,,,
2008-04353,Chinese picture cancellations of bird flu prevention and control,中國防控禽流感郵政宣傳戳,Chinese,郭金山編,郭金山編著,中國郵史,978-988-17232-4-6,,,$,26.00,,,,,,香港,2008,21厘米144頁彩色插圖,中文內容以簡體字排版,
2008-04745,,中國宗教文化概覽,Chinese,,張國望主編,光大,978-988-17252-6-4,,精裝,$,280.00,,,,,,香港,2008,,內容以簡體字排版,
2008-06383,,中國政府新內閣剖剝:後五年險局眺望,Chinese,涼熱編,涼熱編著,出版社人文海洋,978-988-99745-9-6,,,$,98.00,,,,,,香港,2008,,,
2008-05998,,中國風,Chinese,雷聚源,雷聚源著,紅投資,978-962-8980-65-9,,,$,42.00,,,,,,香港,2008,,,
