serial,title_eng,title_chi,language,author,detailed_authorship,publisher,ISBN_1,ISSN_1,medium_1,price_1_currency,price_1,ISBN_2,ISSN_2,medium_2,price_2_currency,price_2,location_of_publication,year_of_publication,format,details,edition
2013-05756,,兒童彩色TV版蠟筆小新. 5臼井儀人原作綿引勝美谷山一樹文,Chinese,,李麗香譯,玉皇朝出版有限公司香港中文版,978-988-8168-64-4,,,$,20.00,,,,,,香港,2012,,,
2013-05757,,兒童彩色TV版蠟筆小新. 6臼井儀人原作綿引勝美谷山一樹文,Chinese,,李麗香譯,玉皇朝出版有限公司香港中文版,978-988-8168-65-1,,,$,20.00,,,,,,香港,2012,,,
2013-05758,,兒童彩色TV版蠟筆小新. 7臼井儀人原作綿引勝美谷山一樹文,Chinese,,李麗香譯,玉皇朝出版有限公司香港中文版,978-988-8168-75-0,,,$,20.00,,,,,,香港,2012,,,
2013-05759,,兒童彩色TV版蠟筆小新. 8臼井儀人原作綿引勝美谷山一樹文,Chinese,,李麗香譯,玉皇朝出版有限公司香港中文版,978-988-8168-76-7,,,$,20.00,,,,,,香港,2012,,,
2013-05760,,兒童彩色TV版蠟筆小新. 9臼井儀人原作綿引勝美谷山一樹文,Chinese,,李麗香譯,玉皇朝出版有限公司香港中文版,978-988-8169-03-0,,,$,20.00,,,,,,香港,2012,,,
2013-05761,,兒童彩色TV版蠟筆小新. 10臼井儀人原作綿引勝美谷山一樹文,Chinese,,李麗香譯,玉皇朝出版有限公司香港中文版,978-988-8169-04-7,,,$,20.00,,,,,,香港,2012,,,
2013-05762,,兒童彩色TV版蠟筆小新. 11臼井儀人原作綿引勝美谷山一樹文,Chinese,,李麗香譯,玉皇朝出版有限公司香港中文版,978-988-8169-09-2,,,$,20.00,,,,,,香港,2012,,,
2013-07194,,兒童藝術聯展2013 :童創藝力顯真我作品集,Chinese,,曾甘秀雲等編,香港基督教服務處,978-988-12347-2-8,,,,,,,,,,香港,2013,,,
2013-04255,"Hymns for passion : Lo, outside of Jerusalem, lord Jesus loves me, impossible love",受苦節期詩選:來看，耶路撒冷城外•獻上心曲•不可能的愛,Chinese,黎本正,黎本正著,凱頌聖詠,978-988-16935-3-2,,,$,20.00,,,,,,香港,2013,,,
2013-05838,,味道上海,Chinese,歐陽應霽,歐陽應霽著,明報出版社有限公司,978-988-8206-53-7,,,$,108.00,,,,,,香港,2013,,,
2013-04980,,周天漫畫集,Chinese,,,中國人文科技出版社,978-988-16148-7-2,,,$,38.00,,,,,,香港,2012,,內容以簡體字排版,
2013-04499,,周南詩詞,Chinese,,,紫荊出版社,978-988-15578-6-5,,精裝,$,80.00,,,,,,香港,2013,,,
2013-03962,,坤為地五百十二變卦全集,Chinese,黃道隱,黃道隱著,黃桂呈,978-988-12383-8-2,,,,,,,,,,香港,2013,,八卦四千九十六變易演義,
2013-04242,,夜盡又是天明,Chinese,李炳光,李炳光著,從心會社有限公司,978-988-16012-7-8,,,$,60.00,,,,,,香港,2012,,李炳光牧師講道精選系列; 2,
2013-04937,,夜櫻四重奏.第11卷,Chinese,Suzuhito Yasuda,Suzuhito Yasuda著嚴育新譯,天下出版(國際)有限公司香港中文版,978-988-8100-76-7,,,$,35.00,,,,,,香港,2013,,,
2013-04778,,奇幻都市傳說: 50個最毛骨悚然的生活怪談,Chinese,懸案偵查組,懸案偵查組著,青藍出版社,978-988-8156-52-8,,,$,88.00,,,,,,香港,2013,,驚世懸案揭秘; 6,
2013-05799,,奇異妄想力,Chinese,葉鳥螺子,葉鳥螺子著洪嘉惠譯,天下出版(國際)有限公司香港中文版,978-988-8213-03-0,,,$,30.00,,,,,,香港,2012,,,
2013-06887,,孤島診療所.特別篇.島上的孩子,Chinese,山田貴敏,山田貴敏著沈金美譯,文化傳信有限公司,978-988-8194-56-8,,,$,35.00,,,,,,香港,2012,,,
2013-06965,,"孤高之人. 16,獨攀者",Chinese,新田次郎原,新田次郎原著坂本真一漫畫黎嘉琳譯,文化傳信有限公司香港中文版,978-988-8114-60-3,,,$,35.00,,,,,,香港,2012,,,
2013-06966,,"孤高之人. 17,殉教者",Chinese,新田次郎原,新田次郎原著坂本真一漫畫黎嘉琳譯,文化傳信有限公司香港中文版2012 210頁全插圖,978-988-8114-71-9,,,$,35.00,,,,,,香港,2012,,,
2013-06523,,宗教權威的建構與表達:對N省H市山口教堂的研究,Chinese,陳彬,陳彬著,香港中文大學崇基學院.宗教與中國社會研究中心,978-988-99153-8-4,,,$,98.00,,,,,,香港,2013,,宗教與中國社會研究論叢,
2013-04945,,定西孤兒院紀事,Chinese,楊顯惠,楊顯惠著,花千樹出版有限公司,978-988-8042-82-1,,,$,118.00,,,,,,香港,2013,,,
2013-07291,,官校教師,Chinese,蘇立德,蘇立德著,經緯文化出版有限公司,978-988-16218-8-7,,,$,68.00,,,,,,香港,2012,,,
2013-07094,,弦動人生歌書,Chinese,,古丹青Irene Lawrence Chow編,香港基督徒音樂事工協會有限公司,978-962-7119-50-0,,,$,60.00,,,,,,香港,2013,,,
2013-05806,,怪物王女. 17,Chinese,光永康則,光永康則著嚴育新譯,天下出版(國際)有限公司香港中文版,978-988-8100-88-0,,,$,35.00,,,,,,香港,2013,,,
2013-04942,,怪談•異秀戰,Chinese,陳譽之,陳譽之著,滙智動力製作公司,978-988-12115-1-4,,,$,78.00,,,,,,香港,2013,,,
2013-06486,,怪癖神醫,Chinese,梅貝兒,梅貝兒著,星河出版社,978-988-219-600-1,,,$,40.00,,,,,,香港,2013,,謎情,
2013-06817,,"怪獸家長. 3,零感世代",Chinese,屈穎妍,屈穎妍著,天行者出版有限公司第3版,978-988-16621-8-7,,,$,88.00,,,,,,香港,2013,,一格格; 23,
2013-06444,,性命身體中本質,Chinese,陳繼文,陳繼文著,博顥出版有限公司,978-988-12361-2-8,,,$,238.00,,,,,,香港,2013,,內容以簡體字排版,
2013-04572,,拂去歷史的塵埃:西路軍問題再考辯,Chinese,双石,双石著,大風出版社,978-988-16191-4-3,,,$,148.00,,,,,,香港,2013,,內容以簡體字排版,
2013-05794,,招商局國際有限公司2012年年報,Chinese,,,招商局國際有限公司,,,,,,,,,,,香港,2013,,,
2013-05379,,拔蘿蔔,Chinese,,王燕參編,新雅文化事業有限公司,978-962-08-5804-8,,精裝,$,38.00,,,,,,香港,2013,,幼兒經典童話故事叢書,
2013-06511,,抽象•寫意•新文學,Chinese,Sure Ho,Sure Ho著,羅如華,978-988-12384-1-2,,,$,188.00,,,,,,香港,2013,,,
2013-06999,,放棄永生的少女,Chinese,楊一沖,楊一沖著,青馬文化事業出版有限公司,978-988-8156-48-1,,,$,68.00,,,,,,香港,2013,,不朽系列; 1,
2013-07225,,易經通識思考,Chinese,醉一先生,醉一先生著,林雄星,978-988-12452-0-5,,,$,80.00,,,,,,香港,2013,,,
2013-04559,,易學掛畫:家居掛畫指南,Chinese,張兆基,張兆基著,張兆基,978-988-12159-1-8,,,$,80.00,,,,,,香港,2013,,,
2013-04989,,林宜耕作品集,Chinese,,,中國藝術家出版社,978-988-16970-6-6,,,$,68.00,,,,,,香港,2013,,內容以簡體字排版,
2013-04270,,林明川書法作品集,Chinese,,,中國藝術出版社,978-988-16666-2-8,,,$,98.00,,,,,,香港,2012,,內容以簡體字排版,
2013-07210,,林從龍詩詞研討會論文專輯,Chinese,,李學斌主編2010香港中國詩書畫出版社,,978-988-18580-6-1,,,CNY,58.00,,,,,,,,,內容以簡體字排版,
2013-04900,,東方海外(國際)有限公司二０一二年年報,Chinese,,,東方海外(國際)有限公司,,,,,,,,,,,香港,2013,,,
2013-06543,The Orthodox Church,東正教會導論,Chinese,Timothy Ware,Timothy Ware著田原譯,道風書社,978-962-8911-86-8,,,$,128.00,,,,,,香港,2013,,道風譯叢; 20,
2013-04451,Tokyo,東京,Chinese,,孫啟元編,郭良蕙新事業有限公司2014,978-988-8202-26-3,,,$,88.00,,,,,,香港,2013,,自由行,
2013-07294,,東京王,Chinese,,黃慶雄編,經緯文化出版有限公司2013-2014年版,978-988-16218-2-5,,,$,98.00,,,,,,香港,2013,21厘米頁碼不一彩色插圖,附東京食買玩Map book,
2013-03827,Nirbhaya,東京的天空,Chinese,關麗珊,關麗珊著,突破出版社,978-988-8073-81-8,,,$,62.00,,,,,,香港,2013,,突破叢書.小說步道,
2013-06317,Tung Wah : connecting us all,東華情深繫香港,Chinese,潘麗瓊編,潘麗瓊編著,快樂書房有限公司,978-988-16449-1-6,,精裝,$,250.00,,,,,,香港,2013,,中英對照,
2013-06483,,武術賢聚會,Chinese,香港武術聯會,香港武術聯會著,天地圖書有限公司,978-988-219-891-3,,,$,98.00,,,,,,香港,2013,,,
2013-05257,,泥,Chinese,余躍華,余躍華著,中國藝術出版社,978-988-12190-5-3,,,$,28.00,,,,,,香港,2013,,內容以簡體字排版,
2013-04966,,,Chinese,法律翻譯:理論與實踐= Legal translation : theory and practice王道庚,法律翻譯:理論與實踐= Legal translation : theory and practice王道庚著,香港城市大學出版社第2版,978-962-937-213-2,,,$,148.00,,,,,,香港,2013,"24厘米xvii, 341頁",,
2013-07299,,法國王,Chinese,,馮家偉黃慶雄編,經緯文化出版有限公司,978-988-16782-3-2,,,$,98.00,,,,,,香港,2013,21厘米頁碼不一彩色插圖,附法國食買玩Map book,
2013-06204,Four studies on Kuang Zhouyi,況周頤研究四題,Chinese,王娟,王娟著,香港大學饒宗頤學術館,978-988-16363-6-2,,,$,60.00,,,,,,香港,2013,,學術論文/報告系列; 34,
2013-04958,,治好香港特區的唯一策略,Chinese,陳霖生,陳霖生著,世界道學文化出版有限公司,978-962-85114-7-1,,,,,,,,,,香港,2013,,,
2013-05173,"Puff, pancake and pie",泡芙•班戟•批,Chinese,Jenny Cheung,Jenny Cheung著,海濱圖書公司,978-988-202-839-5,,,$,68.00,,,,,,香港,2013,,中英對照,
2013-04725,,爸爸，你可以走進孩子的成長路,Chinese,吳思源,吳思源著,亮光文化有限公司,978-988-15853-4-9,,,$,78.00,,,,,,香港,2013,,寶貝會; 3,
2013-05424,,狗:忠誠靈犬,Chinese,魏亞西,魏亞西著王祖民王鶯王梓繪畫,新雅文化事業有限公司,978-962-08-5830-7,,,$,38.00,,,,,,香港,2013,,繪本中華故事.十二生肖,
2013-06996,,狗仔Hi的奇幻之旅,Chinese,阿包,阿包著,青春文化事業出版有限公司,978-988-8157-05-1,,,$,68.00,,,,,,香港,2013,,,
2013-03731,,玩具王國延展學習冊,Chinese,,,教育出版社有限公司,978-962-12-8399-3,,,,,,,,,,香港,2012,28厘米8頁彩色插圖,附字卡及我的閱讀冊,
2013-03629,,盲派六爻一口金,Chinese,蘇國聖蘇雙聖,蘇國聖蘇雙聖著,名師出版社,978-988-15109-9-0,,,$,100.00,,,,,,香港,2013,,,
2013-05589,,直至死亡將我們分開. 14,Chinese,高樹宙,高樹宙原作Double-S作畫黃美祺譯,玉皇朝出版有限公司香港中文版,978-988-8128-46-4,,,$,35.00,,,,,,香港,2012,,,
2013-05590,,直至死亡將我們分開. 15,Chinese,高樹宙,高樹宙原作Double-S作畫黃美祺譯,玉皇朝出版有限公司香港中文版,978-988-8128-99-0,,,$,35.00,,,,,,香港,2012,,,
2013-07335,,直播室裏的媽媽:張笑容,Chinese,張笑容,張笑容著曉文圖,新雅文化事業有限公司,978-962-08-5859-8,,,$,62.00,,,,,,香港,2013,,,
2013-06960,,社長島耕作. 12,Chinese,弘兼憲史,弘兼憲史著鄭盈盈譯,文化傳信有限公司香港中文版,978-988-8114-98-6,,,$,35.00,,,,,,香港,2012,,,
2013-06961,,社長島耕作. 13,Chinese,弘兼憲史,弘兼憲史著鄭盈盈譯,文化傳信有限公司香港中文版,978-988-8194-57-5,,,$,35.00,,,,,,香港,2012,,,
2013-05179,,社區及院舍照顧員的職業健康:工作間暴力事故調查報告洪東鳳梁善欣余嘉寶撰寫,Chinese,,,香港工人健康中心有限公司,978-988-16675-1-9,,,,,,,,,,香港,2012,,,
2013-04571,,社會主義論,Chinese,陳金松,陳金松著,中國文革歷史出版有限公司,978-988-19857-0-5,,,$,138.00,,,,,,香港,2013,,,
2013-04506,Sociology and China studies,社會學與中國研究,Chinese,金耀基,金耀基著,牛津大學出版社(中國)有限公司,978-0-19-399295-5,,精裝,$,100.00,,,,,,香港,2013,,,
2013-05219,,肺癌,Chinese,程劍華編,程劍華編著,靈蘭閣圖書國際公司,978-988-17784-3-7,,,$,86.00,,,,,,香港,2013,"21厘米vii, 205頁插圖(程劍華中醫腫瘤臨床驗案.中醫論治十大",,
2013-05725,,花丸幼稚園. 8,Chinese,勇人,勇人著黃倩婷譯,玉皇朝出版有限公司香港中文版,978-988-8168-06-4,,,$,35.00,,,,,,香港,2012,,,
2013-05726,,花丸幼稚園. 9,Chinese,勇人,勇人著黃倩婷譯,玉皇朝出版有限公司香港中文版,978-988-8169-49-8,,,$,35.00,,,,,,香港,2013,,,
2013-05416,,虎:儆惡王者,Chinese,魏亞西,魏亞西著楊磊繪畫,新雅文化事業有限公司,978-962-08-5822-2,,,$,38.00,,,,,,香港,2013,,繪本中華故事.十二生肖,
2013-05647,,虎與狼. 6,Chinese,神尾葉子,神尾葉子著黃倩婷譯,玉皇朝出版有限公司香港中文版,978-988-8128-90-7,,,$,30.00,,,,,,香港,2012,,,
2013-04502,,邵燕祥自書打油詩,Chinese,,,牛津大學出版社(中國)有限公司,978-0-19-399403-4,,精裝,$,120.00,,,,,,香港,2013,,,
2013-04006,,金沙中國有限公司2012年度報告,Chinese,,,金沙中國有限公司,,,,,,,,,,,香港,2013,,,
2013-06295,,金崗清音:謝沫詩詞選,Chinese,,,香港展望出版社,978-988-19828-4-1,,,$,12.00,,,,,,香港,2012,,內容以簡體字排版,
2013-06477,,金蓮川上的傳說:那個築建北京城的人好弧寂,Chinese,夏婕,夏婕著,天地圖書有限公司,978-988-219-878-4,,,$,158.00,,,,,,香港,2013,,,
2013-04771,,金融百業:「金融杯」全國楹聯大賽作品集,Chinese,,方留聚主編2010香港中國詩聯書畫出版社,,978-988-18929-9-7,,,CNY,20.00,,,,,,,,,內容以簡體字排版,
2013-05201,,長安詩詞選粹,Chinese,,王子勛主編,中華詩詞出版社有限公司,978-988-12044-8-6,,,$,58.00,,,,,,香港,2012,,內容以簡體字排版,
2013-04321,,長河小學語文精練. 1上,Chinese,課室中文編寫組編,課室中文編寫組編著,長河出版社最新修訂版,978-988-8126-16-3,,,$,57.50,,,,,,香港,2013,,,
2013-04322,,長河小學語文精練. 2上,Chinese,課室中文編寫組編,課室中文編寫組編著,長河出版社最新修訂版,978-988-8126-17-0,,,$,57.50,,,,,,香港,2013,,,
2013-04323,,長河小學語文精練. 3上,Chinese,課室中文編寫組編,課室中文編寫組編著,長河出版社最新修訂版,978-988-8126-18-7,,,$,57.50,,,,,,香港,2013,,,
2013-04324,,長河小學語文精練. 4上,Chinese,課室中文編寫組編,課室中文編寫組編著,長河出版社最新修訂版,978-988-8126-19-4,,,$,57.50,,,,,,香港,2013,,,
2013-04325,,長河小學語文精練. 5上,Chinese,課室中文編寫組編,課室中文編寫組編著,長河出版社最新修訂版,978-988-8126-20-0,,,$,57.50,,,,,,香港,2013,,,
2013-04326,,長河小學語文精練. 6上,Chinese,課室中文編寫組編,課室中文編寫組編著,長河出版社最新修訂版,978-988-8126-21-7,,,$,57.50,,,,,,香港,2013,,,
2013-04331,,長河中一入學前中文科分類練習+模擬試卷.小5,Chinese,,王子慧仲早編,長河出版社全新出版,978-988-8126-22-4,,,$,77.50,,,,,,香港,2013,29厘米47頁彩色插圖,附唯讀記憶光碟1隻、答案及模擬試卷,
2013-04330,,長河中一入學前數學科分類練習+模擬試卷.小5,Chinese,,何婉琳黃小秋編,長河出版社全新出版,978-988-8126-14-9,,,$,77.50,,,,,,香港,2013,29厘米47頁彩色插圖,附模擬試卷,
2013-05150,,長翅膀的夜,Chinese,韋婭,韋婭著Sayatoo圖,新雅文化事業有限公司,978-962-08-5741-6,,,$,48.00,,,,,,香港,2012,,韋婭童詩集,
2013-04777,,阿呢戀愛大布甸,Chinese,梁進,梁進著,青春文化事業出版有限公司,978-988-15430-0-4,,,$,68.00,,,,,,香港,2013,,,
2013-06912,,阿鬼羅. 6,Chinese,大塚志郎,大塚志郎著沈金美譯,文化傳信有限公司香港中文版,978-988-8114-66-5,,,$,30.00,,,,,,香港,2012,,,
2013-07285,Orientation programme on adolescent health for health-care providers,青少年健康保健工作者培訓課程.培訓師手冊,Chinese,,李麗棠主編王海芳等譯,培生教育出版亞洲有限公司新單元中文版,978-988-229-566-7,,,,,,,,,,香港,2013,,,
2013-07287,Orientation programme on adolescent health for health-care providers,青少年健康保健工作者培訓課程.培訓師手冊,Chinese,,李麗棠主編馬芳琴等譯,培生教育出版亞洲有限公司新單元中文版,978-988-229-567-4,,,,,,,,,,香港,2013,,內容以簡體字排版,
2013-07284,Orientation programme on adolescent health for health-care providers,青少年健康保健工作者培訓課程.講義,Chinese,,李麗棠主編王海芳等譯,培生教育出版亞洲有限公司新單元中文版,978-988-229-564-3,,,,,,,,,,香港,2013,,,
2013-07286,Orientation programme on adolescent health for health-care providers,青少年健康保健工作者培訓課程.講義,Chinese,,李麗棠主編馬芳琴等譯,培生教育出版亞洲有限公司新單元中文版,978-988-229-565-0,,,,,,,,,,香港,2013,,內容以簡體字排版,
2013-05812,,青筋,Chinese,林日曦,林日曦著,黑紙有限公司,978-988-12296-1-8,,,$,68.00,,,,,,香港,2013,,,
2013-05394,,青蛙探長和小狗探員,Chinese,哲也,哲也著阿尼默圖,新雅文化事業有限公司,978-962-08-5771-3,,,$,68.00,,,,,,香港,2012,,小天下,
2013-05148,,青蔥歲月,Chinese,車人,車人著陳巧媚圖,山邊出版社有限公司,978-962-923-372-3,,,$,48.00,,,,,,香港,2012,,飛躍青春系列,
2013-05865,,祂為我們死,Chinese,唐崇榮,唐崇榮著,Stemi Limited修訂版,978-988-15956-0-7,,,$,10.00,,,,,,香港,2013,,歸正福音系列; 18,
2013-07364,A soaring eagle,飛鷹的衝刺:方浪舟自選集,Chinese,方浪舟,方浪舟著2009香港銀河出版社,,978-962-475-831-3,,,$,55.00,,,,,,,,21厘米160頁,中英對照,
2013-04556,Consumerism and the church today,信仰市場•消費教會:消費主義與當今教會,Chinese,,葉菁華主編,基督教文藝出版社有限公司,978-962-294-139-7,,,$,68.00,,,,,,香港,2013,,拓思系列; 21,
2013-04557,Faith and human rights : Christianity and the global struggle for human dignity Richard Amesbury George M. Newlands,信仰與人權:基督教與人類尊嚴的全球奮鬥,Chinese,,著陳永財譯,基督教文藝出版社有限公司,978-962-294-140-3,,,$,68.00,,,,,,香港,2013,,拓思系列; 22,
2013-03626,,便捷倉頡字典,Chinese,,,進烽出版社,978-988-15353-3-7,,,$,42.00,,,,,,香港,2013,,,
2013-07073,,便捷實用倉頡字典,Chinese,,,進烽出版社,978-988-15353-6-8,,,$,28.00,,,,,,香港,2013,,,
2013-07074,,便捷簡明倉頡手冊,Chinese,,,進烽出版社,978-988-15353-5-1,,,$,28.00,,,,,,香港,2013,,,
2013-07075,,便捷簡易倉頡字典,Chinese,,,進烽出版社,978-988-15353-4-4,,,$,28.00,,,,,,香港,2013,,,
2013-06512,Meet Mrs. Yu : the true story of an outstanding Chinese Christian,俞師母:一位出眾的中國女信徒傳記,Chinese,Mary Culler White,Mary Culler White著俞秀樂譯,香港循道衛理聯合教會,978-962-7127-58-1,,,$,45.00,,,,,,香港,2013,,,
2013-06862,,"保健室的死神. 5,傳聞中的可疑占卜師",Chinese,藍本松,藍本松著陳瑞紅譯,文化傳信有限公司香港中文版,978-988-8194-42-1,,,$,30.00,,,,,,香港,2012,,,
2013-06881,,係長島耕作. 2,Chinese,弘兼憲史,弘兼憲史著鄭盈盈譯,文化傳信有限公司香港中文版,978-988-8114-72-6,,,$,35.00,,,,,,香港,2012,,,
2013-04461,,冠君產業信託年報2012,Chinese,,,冠君產業信託,,,,,,,,,,,香港,2013,,,
2013-05410,Brave princesses,勇敢的公主,Chinese,,王燕參編,新雅文化事業有限公司,978-962-08-5534-4,,,$,68.00,,,,,,香港,2012,26厘米112頁彩色插圖(迪士尼英語家庭版),中英對照,
